id_post,user,Description,Likes
Byo8j9Oh0-G,guianinarmz,dog,129
Bxm14YnhqeV,andranik_grig0ryan,"1 person, standing, shoes, child and outdoor",480
Bvl5bUYp0-h,lagonoblue,coffee cup and drink,1653
BzdTmp4huI0,ismail_marjoeki,"cloud, sky, mountain, outdoor and nature",25
BzdTfiJlLx6,sweetstreet.dk,one or more people and outdoor,89
BzdTU7NHVgd,luvuluvu_s2,shoes and indoor,284
BzcZhOSjAvV,punit_panse,"ocean, sky, bridge, outdoor, water and nature",66
BzYV0G4n9PX,soully_closet,indoor,38
BzX21qkHadF,yoshinobu.0429,one or more people and closeup,119
By9_TdgISN2,robertasorbino,"people walking, shoes and outdoor",54
BuEbAo6AEOH,nr_art_gallery,drawing,44
BzdTmlenhMH,vaniazerlindaa,one or more people and people standing,98
BzdTl-Hn8d7,kahicksoriginal,"flower, plant, nature and outdoor",821
BzdTkZgov0a,aerialbit,"sky, grass, outdoor and nature",29
BzdTjvonNWv,tatoo_ink33,one or more people,26
BzdTcBxnHnu,michael_lucido,outdoor,8
Bzcp1ungaNv,bo_mi0531,"one or more people, ocean, sky, bridge, outdoor and water",85
BzSyavcB9j3,dushyanka,"one or more people, people standing and outdoor",85
BzQXxCqFGFh,_sumire_513,one or more people,533
Bw1_8wVB6IR,maramare0076,"1 person, indoor",54
BzdTmZRjLYH,memevala_,text,14
BzdTlqpHq6l,yuki__koyama,shoes,82
BzdTlVEoudf,andrehedden,text,10
BzdTiwbnEwh,miamayevents,"people sitting, table and indoor",16
BzdTVBYBbPH,joker_s_bae,one or more people and indoor,49
BzdTJhuoO-q,sylwiaoli,"one or more people, cloud, sky, outdoor and nature",18
BzbtVjTHVYP,corinnelaloba,"one or more people, people standing, tree, sky, grass, outdoor and nature",151
BzbTeydBg1G,alexhuanwang,"one or more people, people standing, sky, ocean, outdoor, water and nature",53
BzYuWkZgeSU,bewildlivefree,one or more people and outdoor,498
BzVzmJ-l7bS,sun._.____,night,492
Bx0AK_3IN2B,olga_u,"one or more people, people standing, sky, outdoor and nature",112
BzdTlnUBeia,gyan_chodii,"one or more people, people playing sports and text",33
BzdTlo3hTQK,corecapturesphotography,one or more people and baby,23
BzdTkvtIfTa,juliaa.1989,"one or more people, ocean, sky, outdoor, nature, closeup and water",55
BzdTkgCg6Md,fotoyasam_,"flower, plant, nature and outdoor",11
BzdTkhLoDAO,____samantha_,one or more people and closeup,2593
BzdTkauh7X2,shot_ais,"sky, airplane and outdoor",69
BzdThmrB4VG,bellezaladelight,text,10
BzdTf_zB3a6,jarrydsmithmua,one or more people and closeup,46
BzdTfiGDKdp,letralitro,text,46
BzdTT0sDpmz,mearaluna,"one or more people, people standing, tree, outdoor and nature",23
BzdMOrIBDFq,rin.312_,one or more people and selfie,229
BzdKYnIjz1W,soycontentcreativa,text,17
BzdIIp9lfVV,17_pwo,one or more people and shoes,256
BzdEDZEBNAW,xkyu.0o,one or more people and closeup,376
Bzc5f7NIvtw,mscleliamessina,"one or more people, bedroom and indoor",169
BzczD4DndhT,mihkem,"one or more people, people standing, outdoor and nature",48
BzcY5GmAn8A,the_hikerguy,one or more people and dog,137
BzcPWAFhSK6,hyeonmin__kim_,"one or more people, people standing, tree, shorts, outdoor and nature",60
Bzan09dgN8g,sa.__0203,one or more people,172
BzYIs0SlXb_,_sumire_513,food,216
BzMpeLPlbw5,luv.wooya,plant and outdoor,119
BzFMLygIOM4,robertasorbino,"one or more people, closeup and indoor",66
BzDFIuxBsdY,ak_coldxont,"one or more people, people eating, people sitting and indoor",48
Byze029Boct,mirayucel,"one or more people, people standing, ocean, sky, outdoor and water",367
Bvqkf-NJjEy,lagonoblue,"one or more people, people sitting and indoor",610
BzdTkXjhFZ6,ydonggon,food,18
BzdTe8KoxZX,babyazalka,"one or more people, people standing and outdoor",143
BzcmKlwDhrK,oliverpinelphotography,one or more people,104
Bzbq7zzHQJt,lea_sarra,"one or more people, tree, outdoor and closeup",99
BzNZ6DLo4yV,nzx97,"one or more people, selfie and outdoor",319
BxJcKB4gjng,usmanalieva.a.a.a,"3 people, closeup",41
BzdTj3lIwO8,allacittaditorino,shoes,8
BzdTj88IxIF,juliabakai6,"one or more people, people standing, tree, outdoor and nature",19
BzdTjqpB5gN,ochomalu,text,22
BzdPXlgIxJd,faseventythree,one or more people,15
BzaXkg5Ho6H,xx.jini,food,280
By248O_Fsj2,fatmagrapy,"sky, tree, plant, outdoor and nature",1953
ByxlKa9Fj6Q,anhhuy_,"sky, tree, plant, nature and outdoor",572
BykqYwPBKpD,guianinarmz,"tree, sky, plant, outdoor and nature",120
BzdTj7powon,miccicheclaudia,"one or more people, people walking, shoes, child, basketball court and indoor",15
BzYJ8O2gpkv,txttoodo,one or more people and closeup,25
BzdTjsxj7s5,my_trendycuisine,indoor,11
BzdTjeun1qN,lifeadise,one or more people,8
BzdTi-0oUhx,juliaa.1989,"ocean, sky, cloud, outdoor, nature and water",28
BzdTif1ogre,castel_fusano,"tree, plant, sky, outdoor and nature",37
BzdTgojB3rB,ju_mye0ng_e,"one or more people, closeup and outdoor",29
BzdTWwZIn1k,ikristi1999,"one or more people, people standing, sunglasses and outdoor",35
BzdTCumBPFV,pastorestrochez,text,74
Bzc9fC8na12,yoshinobu.0429,"one or more people, selfie and closeup",60
Bzc8NnXFiKB,212__nnn,one or more people,256
Bzcxkdwi6G7,b.ste,one or more people and closeup,53
BzcQh62ljZB,16_0126_hy,one or more people,371
BzbiKjRgy0n,burrcinuzun,"ocean, sky, cloud, outdoor, nature and water",53
BzbaGgOHFGS,mazen.fashion,shoes,38
BzXvpGpjitQ,h____itom,"one or more people, child and outdoor",104
BzXobiglsHU,sun._.____,indoor,276
BzSYiNFgOGW,the_colors_of_travel,"plant, flower, tree, outdoor and nature",472
BzC6CqeDOZ5,maria_fm,"ocean, sky, outdoor, water and nature",130
Bxz8DrTIdLi,olga_u,"cloud, sky, outdoor and nature",113
BzdTi04lyFM,ericpaz_k,one or more people and guitar,29
BzdTis0oxIi,verena.kremer1,"one or more people, people standing, sky, outdoor and nature",29
BzdTiV5hNLs,iansvisualarts,drink,4
BzdTh3DldXJ,tomoya.lee,"cloud, sky, outdoor and nature",453
BzdThYjhd_J,moopimoopi0304,one or more people,80
BzdTe31nS7E,sozcumhuriyeti,"one or more people, eyeglasses and closeup",30
BzdTeySID3I,emespinto,one or more people and closeup,4
BzdTdSRHHLi,hasseee.0929,one or more people and outdoor,32
BzdTWRDBNW8,cinepolisjockeycuritiba,sky and text,9
BzdQEVqolrY,valeriapaci,food,9
Bzc_0hfFC1_,luurubii_,one or more people and closeup,95
Bzc7POPFuXP,seooo__1,"one or more people, sunglasses and closeup",136
Bzc6LLdivnN,miina.muminovic,"one or more people, people sitting, sky, outdoor and water",40
Bzc4W_VFe4e,melvincherian,one or more people and people standing,66
BzcZoV5ClWl,natty.lopez,"night, ocean, sky, bridge, outdoor and water",24
Bzbux6hg6Ls,najlae_ayad,one or more people and closeup,43
BzbBMaiAjt2,burrcinuzun,"one or more people, stripes and outdoor",87
BzaTH2NlNIs,pororo__c,"one or more people, people standing, ocean and outdoor",233
BxwGvKEBGsl,andranik_grig0ryan,"one or more people, people standing, mountain, outdoor and nature",532
BzdTifDDS25,mukasa_photo_hub,night,12
BzdTM78h6zf,torontobeehive,"people sitting, table and indoor",14
Bzc8Xc6FpsU,pnir.s,"people sitting, table and indoor",190
BzcyTQylB1-,jj._.heeaaa,"one or more people, people sitting and indoor",91
Bza0o2DlmCr,hoakinkatan,one or more people,110
Bzao05yH1Zq,xx.jini,"one or more people, people sitting and indoor",266
BzdTiFllLKq,lucilladalpozzo,"one or more people, people standing, tree, sky, child, outdoor and nature",43
BzdThuHjGJD,goodeatsbanga,food,16
BzdTQXQBNNU,jrmhphotos,shoes,10
BzYn-aVo3SF,tom_dwox,"sky, tree, plant, outdoor, water and nature",62
BzYbKbpIhUh,all_about_ulrike,"plant, flower, nature and outdoor",116
BzXmwZWAcV5,pizza_270,one or more people and stripes,464
BzGNNh7l6kE,fatmagrapy,"people standing, sky and outdoor",1501
ByahgxPHUTl,diego_lool,"one or more people, people dancing, people standing and indoor",117
BrpU8pFHHwb,___zhithang___,"sky, skyscraper, cloud and outdoor",1073
BzYMmHpFzb_,sun._.____,one or more people and closeup,357
BwaRN7kAPXl,najlepsza_mama_2k19,one or more people and indoor,102
BzdThB-B7G2,velita___,one or more people and indoor,17
BzdTf3YH3sc,purple___shark,"one or more people, people sitting and outdoor",9
BzdTeqcJNlt,ri_lovee,"one or more people, people standing, sky, outdoor and water",39
BzdTd7kBP3Q,luhandadiniz,"one or more people, people standing and outdoor",17
BzdTdmVnYog,mother_of_wildones,"one or more people, people standing, ocean, child, outdoor and water",11
BzdTYWqFKQJ,suellenantunes1,text,5
BzdTUiXnStC,mood_do_dia,text,12
BzdTQSvH5my,davutmumcu,"plant, flower and nature",24
BzdOlg5HY-x,matt_warpas,"ocean, sky, outdoor, water and nature",41
BzdNelmhtod,kadavul_suriya_addictz,"one or more people, people sitting, sunglasses, shoes and outdoor",112
BzdKT1HpkjR,luistajes,one or more people and indoor,36
BzdJEaGpMLy,geyald,one or more people and people standing,249
Bzczy6jA4aH,_couples_love_mood_,one or more people and outdoor,15
BzcvBuYosfU,mickshooting13,"one or more people, people sitting, outdoor and nature",49
BzcqgphAPYm,amanda_kogut,"one or more people, people standing, phone, selfie and indoor",26
Bzcj1rOA-Nt,shant.snaps,"plant, flower, nature and outdoor",36
BzaThwPFEGr,pororo__c,beach and outdoor,233
BzYAaUcBMME,4hour_d,"one or more people, people standing and shoes",79
BzTYp1Ko0Zk,dashutttka_,"one or more people, people standing and outdoor",182
BzNhzLMguXM,the_colors_of_travel,"cloud, sky, ocean, outdoor, nature and water",596
By75sFkBQYr,deedarabdulkhalq,one or more people and text,1676
Byko03HhaGG,guianinarmz,outdoor,123
Bxz7KeDowHs,olga_u,shoes,114
BxpA2BgnPDZ,___zhithang___,outdoor,463
Bt4sTiSlZzI,horrormike.93,"2 people, phone",665
BqcdIS1HYUD,_z.___.su,flower and plant,115
BzdTg3GppHE,shivanimakwana__,one or more people and closeup,26
BzdTfr0hx32,00miho_music00,icecream and outdoor,31
BzdTfBeDMRg,passerbyers,"cloud, sky, outdoor and nature",11
BzdTe91JIIO,accordingto.ashleyyy,one or more people and people standing,126
BzdTe4cIlue,iryna_silchankova,"one or more people, selfie and closeup",93
BzdTTO8BmPj,camilyarf,one or more people,48
BzdTTOEhAsA,labohemeshoes,text,32
BzdTR_wHO4y,__thrid_eye__,"tree, outdoor, nature and water",22
BzdTOwXFCKi,ricardosarodrigues,"one or more people, sunglasses, closeup and outdoor",38
BzdTMmmhnhv,it_s_me_sol,text,29
BzdS-q4nWFH,bodiedbyjamie,one or more people and people standing,7
BzdQ_xnChk5,rox_for_farm,one or more people and closeup,75
BzdM2EmCfKw,claurintar,one or more people and outdoor,55
BzdK6WqIhnc,lellyle,"sky, tree, outdoor and nature",125
BzdIqVhJgqm,txttoodo,one or more people and closeup,26
BzdH5xsIdmz,osama_belaid,"one or more people, sunglasses, closeup and outdoor",24
BzdHl1dBbto,miyu_isd,"one or more people, people standing, sky and outdoor",160
BzcyH5rHulI,__honongbae__,"one or more people, child and outdoor",100
BzcxGMcBT14,angel._.hun_e,"sky, cloud and outdoor",58
BzbFCG-Hxi_,alexderzhavin,"pool, sky, tree, outdoor and nature",8
BzahiJ0HCtg,gigi.mystyle.mytrends,text,30
BzYqYsXHoJG,marquekz,one or more people and outdoor,113
BzI9OtXgi4z,gnoiser_music,shoes,27
By76vqlJ_wU,gypsophila.film,dog,91
By2aulco6o6,valeriynedbay,"bridge, sky, outdoor and water",427
ByscmkwlUvj,gaeul_8,one or more people and text,294
ByhXhdZCoph,_maya_the_golden_,Köpek camdan dışarı bakıyor,81
Bv-Ba1wpHgX,lagonoblue,"one or more people, people sitting and indoor",1418
BzdTgDjHyZ5,below.the.threshold,"plant, flower, tree, outdoor and nature",18
Brd2KwxBpO9,nadiaproaoficial,one or more people,8
BzdTgHChQOn,efesiraq,"outdoor, water and nature",36
BzdTf6FpsmQ,dogskwot,dog,19
BzdTftlo4QQ,donna_carmela_signurinu_,"one or more people, plant, tree, outdoor, nature and water",11
BzdTfvxjxaT,jon.syperr,"one or more people, people standing and outdoor",17
BzdTfqwJq4J,tsemrinpoche,stripes,14
BzdTftEBuM5,harbor_minato,one or more people and outdoor,23
BzdTflDncRl,lorislovelylashes18,one or more people and closeup,12
BzdTfSzBAbS,12715k,food,22
BzdTezfBxVO,_raulconr,people walking and outdoor,206
BzdTetshBK2,kohakuuuuuuuuu,"plant, flower, sky, nature and outdoor",27
BzdTbb4pU7l,mphoto0314,"sky, cloud and outdoor",57
BzdTaPZpjJm,im.keto.that.way,text,13
BzdTOeuHobd,__01yum,"one or more people, child and closeup",140
BzdTHt8j-i7,kaling_l,food,33
BzdMP11HcJL,princess_eune,people sitting and table,103
BzdI9-0hGew,ziw0n_97,"one or more people, people sitting and indoor",60
BzcRf8aHswS,diego_lool,outdoor,22
Bzba-r9IEnk,sephora_s,"one or more people, people standing, tree and outdoor",224
BzaTErkgNBM,azumi_14_0911,one or more people,155
BzaNpdaFS5r,purple_nail.cy,one or more people and shoes,33
BzIw6G-nJVX,h____itom,"sky, outdoor and nature",115
By5OCadFqWw,trknyt,"one or more people, people standing, sky and outdoor",426
ByxOrqCnXJ1,___zhithang___,sky,298
BzdTfO1JBjy,pablolarosaxo,one or more people and people playing musical instruments,41
BzdTfERh1F0,viktoryia_hrychulina,one or more people and food,34
BzdTZsnntoZ,feyacafe,one or more people and people sitting,110
BzcYFfRnH1b,acarita,sky and outdoor,97
BzcRWUkJw5V,s_73vo,one or more people,113
BzbQhdqoAzU,6nico,"one or more people, people standing and outdoor",53
Bza9bdalchd,min___jae__,"sky, house and outdoor",205
BzQf3CAFkH1,fatmagrapy,"plant, flower, nature and outdoor",1386
By-Gp-kgdlT,the_colors_of_travel,"sky, ocean, cloud, outdoor, water and nature",659
ByzmjHPFLrA,queeniejoy20,one or more people,293
BykvQIhlhZu,_ishan_agrawal_,one or more people and text,228
Bwwqx7WFAqB,maramare0076,1 person,58
BvuZVkKlySX,roseer.29,"1 person, standing and outdoor",430
BpMtbBSgMd7,dashutttka_,"1 person, closeup",352
BzdTezph66S,itz_medik,text that says 'I only tagged you in this so you'd open it and waste a small proportion of your day',19
BzdIzcBJd5I,txttoodo,one or more people and closeup,51
BzI6Rlyg0zm,gnoiser_music,one or more people and people standing,36
BzdTeTwJ-mW,btssuga123love,flower,4
BzdTeF3BrF3,breawwna,one or more people and closeup,10
BzdTdmpJ7Le,sta__rr,night and sky,19
BzdTdCRh3mf,vven_x,people sitting and drink,25
BzdTaxpJ3XR,goose080818,"one or more people and outdoor, text that says 'They can take our balls Salamy but they can't take our freedom!'",43
BzdTayOBr40,corecapturesphotography,"one or more people, tree, outdoor and nature",13
BzdTVjYjDm4,immomog,"one or more people, sunglasses, closeup and outdoor",11
BzdTUdyIB1j,maxtattoosondrio,"table, food and indoor",19
BzdTD_DobrB,chiara_carda,sky and outdoor,22
BzdSMKAC6kE,orozalieva_alina,"one or more people, people standing, sky, shoes and outdoor",12
BzdRvK0F72d,lulleberg,"one or more people, closeup and indoor",16
BzdRtosI2Qm,tizianamarini,"one or more people, people standing, tree, grass, child, outdoor and nature",18
BzdMZD-Jyw3,piro0722,one or more people,152
BzdFQcvhpAp,02._jm_,one or more people and indoor,38
BzcjkdxnDxj,hzzi_meen,"one or more people, selfie and closeup",38
BzccBEPjE0U,herba_giant,one or more people and indoor,163
BzcZgPOFGYg,purple_nail.cy,food,31
BzYiRO3oOYk,ioamolamoroso,"one or more people, eyeglasses and closeup",40
BzOxk17hpj7,muggles___,"one or more people, people standing, tree, outdoor and nature",152
BzEsFVHJrh3,gypsophila.film,"one or more people, shoes and outdoor",116
ByfDhoahjh-,guianinarmz,table and outdoor,122
BzdTeRPhxI3,mihttp,one or more people,13
BzdTeKxHwJG,doctasuplementos,outdoor,26
BzdTd5mpKcK,yakiniku.bakubaku,"plant, outdoor and food",16
BzdTd3ZIJBx,thomasloha,"one or more people, eyeglasses and closeup",36
BzdTdsmHAgf,therealmicrocca,text,22
BzdTdtUhDaP,shekeris,text,8
BzdTdlfJflX,indian_chaska,one or more people and text,267
BzdTdcgJZB5,snoopytang,"one or more people, selfie and closeup",31
BzdTb-IpZJm,appolofashion,"one or more people, sky, wedding and outdoor",114
BzdTbrch7XB,galaxiamixta.ink,"one or more people, selfie and closeup",30
BzdTbFaI-kj,toana83,"one or more people, outdoor and closeup",6
BzdTbG_AXQe,takenbyrnah,"flower, plant and nature",14
BzdTXZlJ2Km,classy__people,"one or more people, people sitting, outdoor and water",180
BzdTSrroNOz,castel_fusano,outdoor,31
BzdNM0Bogex,nicoletrifu,"one or more people, people standing, outdoor and nature",48
BzdMN8wh0Rx,srcnakks,one or more people and closeup,26
BzdHsZzIOyI,peppe_napolitano_09,"one or more people, people standing and outdoor",143
BzdAcsfFGsj,purple_nail.cy,one or more people,15
BzcW51dn1L5,marufudaily,one or more people and outdoor,98
BzcGkd0gw-E,whereismycheck,one or more people and closeup,115
Bza3aSGnmwh,motivation_no_need86400,text,44
BzW4XBRnBkB,soully_closet,"one or more people, people standing, people sitting and indoor",32
BzIuju-oe87,juliaa.1989,drink and indoor,55
BzD_sqElmW_,trknyt,"one or more people, people sitting, table, night and indoor",276
Bxz44euoXS_,olga_u,"one or more people, sunglasses, sky, outdoor and closeup",114
BvP-zn3l02y,horrormike.93,"1 person, outdoor",627
BrovKk-hs9c,linda.cabrera97,"1 person, outdoor",53
BzJDURxgdKr,s2.yun_,one or more people and closeup,127
BzdTdKrpn3v,keto_in_seattle,dessert and food,6
BzdTc_gD-K2,jbdrewhouse,one or more people and suit,31
BzdTcywAl3i,arabianhomes,people sitting and indoor,12
BzdTc0bhThh,i_want_to_play_srk,one or more people,139
BzdTc3BhktP,tlt_hdung182,"one or more people, people sitting, people eating and indoor",7
BzdTckgAQi6,bestlifeonline,text,12
BzdTcd-Blt4,quoteandcitation,text,1675
BzdTbwJHoNX,ddunge_,dog,16
BzdTa6boDxj,mrs.prestizowa,"one or more people, plant, tree, closeup and outdoor",107
BzdTW1ll2wN,ssh._.0716,one or more people,48
BzdKnhVBDeW,ssumin._.s2,one or more people and closeup,150
BzdGQqjlw9a,deugringa,text,7
BzdBDleh6bk,frankierussellbeauty,one or more people and closeup,27
BzbSHkfHZnD,marquekz,outdoor,110
BzYHp4Tlgs8,pm_6.21,"one or more people, selfie and closeup",171
Byuy3_9ow4B,valeriynedbay,"bridge, sky, night, cloud, outdoor and water",526
Bypeq_zg4kS,the_colors_of_travel,"ocean, sky, flower, plant, outdoor, nature and water",685
BwM4OMjg2EN,najlepsza_mama_2k19,sky and outdoor,96
BwJXZ_VJmmp,lagonoblue,food,1601
BzdTcQuhgvU,docelar503,drink,14
BzdTcMbBlCb,egaoncy,one or more people,140
BzdTb6UFG0t,boneca__deluxo,shoes,28
BzdTbVbJFqw,prince_farru__,one or more people and child,27
BzdTbCGJlWK,tomas.leks_s,outdoor,12
BzdTa7Dh_cR,yassilami,"tree, outdoor and nature",187
BzdTW2RJ_97,immehyun,one or more people and people standing,63
BzdKOZahcB-,hero_worship_band,one or more people,17
BzdKKAqpssv,gelangnama.murah,one or more people,4
BzdCTu2Fq6z,sy_0140,outdoor,57
Bzc-VaRHy8a,in_order_official,shoes,5
Bzb57zzlcLm,50maispode,"one or more people, people standing and outdoor",28
BzbVHjxoXkj,an.kaaaaaaa,"sky, twilight and outdoor",18
BzbLV3AIyI5,waltervanderhorst,one or more people,211
BzawBKohMOv,joeluispacch,"cloud, sky and outdoor",15
BzaODW3F14-,forevermsd,one or more people,73
BzZoDumjR6E,_1217cm,one or more people and closeup,431
BzSJCj1FVZe,trknyt,"flower, plant, sky, outdoor and nature",213
BzHKIb3gYOm,gnoiser_music,one or more people,60
Bye_6C5BogR,guianinarmz,"sky, outdoor and nature",120
BwT6EwYJzJE,lagonoblue,one or more people,1390
BrdJRTQBSDS,nadiaproaoficial,1 person,101
Bi00u8lD91D,hairul_nurung,"one or more people, people standing, cloud, sky, ocean, outdoor and nature",348
BzdPHvEJoE2,jvccuuiiiv,one or more people,2
BxFgJ0qJ2zJ,gotogetherbr,"mountain, sky, cloud, nature and outdoor",611
BzdTaafJnCR,kazucocoknit,people standing,18
BzdTZ9thJPc,wael.natour,"tree, plant, sky, outdoor, nature and water",11
BzdTYgKH647,sagliklizayiflamak_,one or more people and closeup,7
BzdTVesHXAE,frankthedaug,dog,9
